StockCode,total_revenue,total_quantity_sold,Average Selling Price,revenue_generated_category,quantity_sold_category,average_selling_price_category,revenue_from_high_value_customers,quantitysold_to_high_value_customer
84568,2151.36,11616,0.18520661157024795,High Revenue,High Quantity,Very Low 0-20% Range,1422.72,7872.0
84569A,179.96,143,1.2584615384615385,Low Revenue,Medium Quantity,Low 20-40% Range,107.46,85.0
84569B,35.0,28,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,12.5,10.0
84569C,1.25,1,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,1.25,1.0
84569D,263.67,209,1.2615789473684211,Medium Revenue,Medium Quantity,Low 20-40% Range,124.92,98.0
84575A,39.3,14,2.807142857142857,Low Revenue,Low Qunatity,High 60-80% Range,31.4,12.0
84576,111.14999999999999,57,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,78.0,40.0
84580,1155.05,307,3.762377850162866,High Revenue,Medium Quantity,High 60-80% Range,431.3,114.0
84581,510.76,136,3.7555882352941174,Medium Revenue,Medium Quantity,High 60-80% Range,199.51,53.0
84584,165.75,65,2.55,Low Revenue,Low Qunatity,High 60-80% Range,40.8,16.0
84592,171.10000000000002,58,2.95,Low Revenue,Low Qunatity,High 60-80% Range,82.60000000000001,28.0
84593,14.750000000000002,5,2.95,Low Revenue,Low Qunatity,High 60-80% Range,0.0,0.0
84595E,89.99999999999999,52,1.7307692307692304,Low Revenue,Low Qunatity,Medium 40-60% Range,64.79999999999998,38.0
84596B,1957.03,4238,0.46178150070788104,High Revenue,High Quantity,Very Low 0-20% Range,1376.95,2928.0
84596E,243.05,384,0.6329427083333333,Medium Revenue,Medium Quantity,Very Low 0-20% Range,193.71,310.0
84596F,1445.29,3024,0.4779398148148148,High Revenue,High Quantity,Very Low 0-20% Range,1024.35,2085.0
84596G,734.78,1582,0.46446270543615675,Medium Revenue,High Quantity,Very Low 0-20% Range,590.75,1245.0
84596J,204.86,468,0.43773504273504277,Medium Revenue,Medium Quantity,Very Low 0-20% Range,174.29999999999998,415.0
84596L,417.84,983,0.4250661241098677,Medium Revenue,High Quantity,Very Low 0-20% Range,318.76,755.0
84597B,51.25,41,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,45.0,36.0
84597C,57.5,46,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,35.0,28.0
84598,141.12,672,0.21000000000000002,Low Revenue,Medium Quantity,Very Low 0-20% Range,141.12,672.0
84600,319.90000000000003,42,7.616666666666667,Medium Revenue,Low Qunatity,Very High 80-100% Range,184.75,25.0
84609,686.0,86,7.976744186046512,Medium Revenue,Low Qunatity,Very High 80-100% Range,482.0,62.0
84613A,13.950000000000001,3,4.65,Low Revenue,Low Qunatity,Very High 80-100% Range,9.3,2.0
84613C,4.65,1,4.65,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84616,269.55,9,29.950000000000003,Medium Revenue,Low Qunatity,Very High 80-100% Range,59.9,2.0
84617,25.5,2,12.75,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84620,11.9,2,5.95,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84625A,310.25,281,1.1040925266903914,Medium Revenue,Medium Quantity,Low 20-40% Range,204.7,226.0
84625C,377.0,320,1.178125,Medium Revenue,Medium Quantity,Low 20-40% Range,213.29999999999998,246.0
84629,135.15,17,7.95,Low Revenue,Low Qunatity,Very High 80-100% Range,54.45,11.0
84631,103.35,13,7.949999999999999,Low Revenue,Low Qunatity,Very High 80-100% Range,39.75,5.0
84632,359.70000000000005,6,59.95000000000001,Medium Revenue,Low Qunatity,Very High 80-100% Range,119.9,2.0
84637,65.45,11,5.95,Low Revenue,Low Qunatity,Very High 80-100% Range,41.650000000000006,7.0
84638,76.45,11,6.95,Low Revenue,Low Qunatity,Very High 80-100% Range,48.65,7.0
84658,294.58,42,7.013809523809523,Medium Revenue,Low Qunatity,Very High 80-100% Range,106.93,15.0
84659A,299.01,128,2.336015625,Medium Revenue,Medium Quantity,High 60-80% Range,212.31,94.0
84660A,736.9,817,0.9019583843329253,Medium Revenue,High Quantity,Low 20-40% Range,582.5500000000001,652.0
84660B,661.23,677,0.9767060561299853,Medium Revenue,Medium Quantity,Low 20-40% Range,527.5,546.0
84660C,565.57,619,0.9136833602584815,Medium Revenue,Medium Quantity,Low 20-40% Range,426.81000000000006,455.0
84661A,92.91,70,1.3272857142857142,Low Revenue,Low Qunatity,Medium 40-60% Range,21.049999999999997,8.0
84661B,200.70999999999998,77,2.6066233766233764,Low Revenue,Low Qunatity,High 60-80% Range,20.63,5.0
84661C,70.10000000000001,62,1.1306451612903228,Low Revenue,Low Qunatity,Low 20-40% Range,16.09,7.0
84663A,262.59,241,1.0895850622406638,Medium Revenue,Medium Quantity,Low 20-40% Range,207.24,184.0
84665,577.15,97,5.95,Medium Revenue,Low Qunatity,Very High 80-100% Range,267.75,45.0
84666,94.80000000000001,24,3.9500000000000006,Low Revenue,Low Qunatity,High 60-80% Range,94.80000000000001,24.0
84673A,40.95,63,0.65,Low Revenue,Low Qunatity,Very Low 0-20% Range,20.150000000000002,31.0
84673B,97.96,110,0.8905454545454545,Low Revenue,Medium Quantity,Low 20-40% Range,82.36,86.0
84674,310.75000000000006,133,2.336466165413534,Medium Revenue,Medium Quantity,High 60-80% Range,242.90000000000003,110.0
84675,26.55,9,2.95,Low Revenue,Low Qunatity,High 60-80% Range,26.55,9.0
84678,181.2,120,1.51,Low Revenue,Medium Quantity,Medium 40-60% Range,90.6,60.0
84679,55.7,6,9.283333333333333,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84683,84.95,91,0.9335164835164835,Low Revenue,Low Qunatity,Low 20-40% Range,37.45,53.0
84685,78.75,21,3.75,Low Revenue,Low Qunatity,High 60-80% Range,41.25,11.0
84686,66.39,49,1.3548979591836734,Low Revenue,Low Qunatity,Medium 40-60% Range,16.89,17.0
84687,289.3,54,5.357407407407408,Medium Revenue,Low Qunatity,Very High 80-100% Range,138.70000000000002,26.0
84688,93.5,22,4.25,Low Revenue,Low Qunatity,High 60-80% Range,29.75,7.0
84689,9.95,3,3.3166666666666664,Low Revenue,Low Qunatity,High 60-80% Range,0.0,0.0
84691,174.5,242,0.7210743801652892,Low Revenue,Medium Quantity,Very Low 0-20% Range,174.5,242.0
84692,2432.25,5907,0.4117572371762316,High Revenue,High Quantity,Very Low 0-20% Range,1887.09,4609.0
84705C,15.0,12,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,15.0,12.0
84706D,25.7,6,4.283333333333333,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84706F,47.2,16,2.95,Low Revenue,Low Qunatity,High 60-80% Range,17.700000000000003,6.0
84707A,410.89,63,6.5220634920634915,Medium Revenue,Low Qunatity,Very High 80-100% Range,216.99,21.0
84707B,125.30999999999999,14,8.950714285714286,Low Revenue,Low Qunatity,Very High 80-100% Range,53.71,6.0
84708B,236.95000000000002,49,4.835714285714286,Medium Revenue,Low Qunatity,Very High 80-100% Range,118.15,25.0
84709B,107.1,18,5.949999999999999,Low Revenue,Low Qunatity,Very High 80-100% Range,53.55,9.0
84711A,99.5,10,9.95,Low Revenue,Low Qunatity,Very High 80-100% Range,9.95,1.0
84711B,129.35,13,9.95,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84712B,116.07000000000001,15,7.738,Low Revenue,Low Qunatity,Very High 80-100% Range,28.62,4.0
84715,47.2,16,2.95,Low Revenue,Low Qunatity,High 60-80% Range,35.400000000000006,12.0
84723,97.95,41,2.3890243902439026,Low Revenue,Low Qunatity,High 60-80% Range,82.05,39.0
84725,39.65,41,0.9670731707317073,Low Revenue,Low Qunatity,Low 20-40% Range,19.65,25.0
84731,2.04,2,1.02,Low Revenue,Low Qunatity,Low 20-40% Range,2.04,2.0
84732B,8.58,22,0.39,Low Revenue,Low Qunatity,Very Low 0-20% Range,0.78,2.0
84732D,4.29,11,0.39,Low Revenue,Low Qunatity,Very Low 0-20% Range,0.78,2.0
84741C,117.0,60,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,46.8,24.0
84743C,1.25,1,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,1.25,1.0
84744,81.25,65,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,37.5,30.0
84745A,13.44,32,0.42,Low Revenue,Low Qunatity,Very Low 0-20% Range,5.04,12.0
84745B,13.44,32,0.42,Low Revenue,Low Qunatity,Very Low 0-20% Range,5.04,12.0
84746,11.25,3,3.75,Low Revenue,Low Qunatity,High 60-80% Range,11.25,3.0
84748,105.0,28,3.75,Low Revenue,Low Qunatity,High 60-80% Range,37.5,10.0
84750A,46.8,24,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,46.8,24.0
84750B,54.99,61,0.9014754098360656,Low Revenue,Low Qunatity,Low 20-40% Range,49.14,54.0
84751B,38.69,19,2.0363157894736843,Low Revenue,Low Qunatity,Medium 40-60% Range,25.66,10.0
84754,586.46,502,1.1682470119521913,Medium Revenue,Medium Quantity,Low 20-40% Range,397.71000000000004,351.0
84755,9105.310000000001,14787,0.6157645228917293,High Revenue,High Quantity,Very Low 0-20% Range,6362.26,10434.0
84760S,62.349999999999994,43,1.45,Low Revenue,Low Qunatity,Medium 40-60% Range,23.2,16.0
84763,679.01,573,1.1850087260034903,Medium Revenue,Medium Quantity,Low 20-40% Range,243.75,195.0
84766,340.7,146,2.3335616438356164,Medium Revenue,Medium Quantity,High 60-80% Range,270.09999999999997,118.0
84773,8.850000000000001,3,2.9500000000000006,Low Revenue,Low Qunatity,High 60-80% Range,8.850000000000001,3.0
84789,569.5500000000001,173,3.292196531791908,Medium Revenue,Medium Quantity,High 60-80% Range,419.55,133.0
84792,3013.3100000000004,667,4.517706146926537,High Revenue,Medium Quantity,Very High 80-100% Range,2092.61,469.0
84795B,1233.75,165,7.4772727272727275,High Revenue,Medium Quantity,Very High 80-100% Range,818.5500000000001,109.0
84795C,15.9,2,7.95,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84796A,165.75,13,12.75,Low Revenue,Low Qunatity,Very High 80-100% Range,63.75,5.0
84796B,610.9499999999999,53,11.527358490566037,Medium Revenue,Low Qunatity,Very High 80-100% Range,572.6999999999999,50.0
84798A,35.699999999999996,14,2.55,Low Revenue,Low Qunatity,High 60-80% Range,10.2,4.0
84798B,17.849999999999998,7,2.55,Low Revenue,Low Qunatity,High 60-80% Range,0.0,0.0
84799,155.48,220,0.7067272727272726,Low Revenue,Medium Quantity,Very Low 0-20% Range,87.66,102.0
84800L,477.12000000000006,264,1.8072727272727276,Medium Revenue,Medium Quantity,Medium 40-60% Range,283.36,158.0
84800M,174.31,127,1.3725196850393702,Low Revenue,Medium Quantity,Medium 40-60% Range,137.07,99.0
84800S,127.57000000000001,113,1.1289380530973452,Low Revenue,Medium Quantity,Low 20-40% Range,74.41,65.0
84801A,96.60000000000001,46,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,33.6,16.0
84801B,46.2,22,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,8.4,4.0
84802A,3.38,2,1.69,Low Revenue,Low Qunatity,Medium 40-60% Range,0.0,0.0
84802B,6.76,4,1.69,Low Revenue,Low Qunatity,Medium 40-60% Range,6.76,4.0
84803B,25.35,15,1.6900000000000002,Low Revenue,Low Qunatity,Medium 40-60% Range,16.9,10.0
84804A,180.58,70,2.579714285714286,Low Revenue,Low Qunatity,High 60-80% Range,23.6,8.0
84804B,159.93000000000004,63,2.538571428571429,Low Revenue,Low Qunatity,High 60-80% Range,35.400000000000006,12.0
84805A,52.5,30,1.75,Low Revenue,Low Qunatity,Medium 40-60% Range,15.0,12.0
84805B,22.5,14,1.6071428571428572,Low Revenue,Low Qunatity,Medium 40-60% Range,7.5,2.0
84806A,84.63,111,0.7624324324324324,Low Revenue,Medium Quantity,Very Low 0-20% Range,29.659999999999997,38.0
84806B,321.65999999999997,246,1.307560975609756,Medium Revenue,Medium Quantity,Medium 40-60% Range,190.5,138.0
84809A,79.80000000000001,38,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,29.400000000000002,14.0
84809B,37.800000000000004,18,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,37.800000000000004,18.0
84813,1134.22,144,7.876527777777778,High Revenue,Medium Quantity,Very High 80-100% Range,505.47,75.0
84816,479.40000000000003,12,39.95,Medium Revenue,Low Qunatity,Very High 80-100% Range,199.75,5.0
84817,529.6800000000001,787,0.6730368487928845,Medium Revenue,High Quantity,Very Low 0-20% Range,315.18,555.0
84818,1350.06,1314,1.0274429223744292,High Revenue,High Quantity,Low 20-40% Range,834.65,839.0
84819,770.38,726,1.061129476584022,Medium Revenue,Medium Quantity,Low 20-40% Range,504.84000000000003,494.0
84820,374.55,213,1.758450704225352,Medium Revenue,Medium Quantity,Medium 40-60% Range,240.24,168.0
84821,341.45,821,0.4158952496954933,Medium Revenue,High Quantity,Very Low 0-20% Range,257.69,629.0
84823,882.45,111,7.95,Medium Revenue,Medium Quantity,Very High 80-100% Range,572.4,72.0
84824,31.9,2,15.95,Low Revenue,Low Qunatity,Very High 80-100% Range,15.95,1.0
84826,324.08,1040,0.3116153846153846,Medium Revenue,High Quantity,Very Low 0-20% Range,134.05,385.0
84827,115.39,451,0.25585365853658537,Low Revenue,Medium Quantity,Very Low 0-20% Range,70.45,245.0
84828,715.65,558,1.28252688172043,Medium Revenue,Medium Quantity,Low 20-40% Range,571.9,443.0
84832,1716.87,2007,0.8554409566517189,High Revenue,High Quantity,Low 20-40% Range,923.8199999999999,1074.0
84836,6634.72,5345,1.2412946679139383,High Revenue,High Quantity,Low 20-40% Range,3185.76,2553.0
84840,25.5,3,8.5,Low Revenue,Low Qunatity,Very High 80-100% Range,8.5,1.0
84842,52.5,14,3.75,Low Revenue,Low Qunatity,High 60-80% Range,37.5,10.0
84843,715.2,132,5.418181818181819,Medium Revenue,Medium Quantity,Very High 80-100% Range,506.95000000000005,97.0
84846A,111.30000000000001,53,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,84.0,40.0
84847,78.75,21,3.75,Low Revenue,Low Qunatity,High 60-80% Range,52.5,14.0
84849A,160.55,95,1.6900000000000002,Low Revenue,Low Qunatity,Medium 40-60% Range,79.43,47.0
84849B,327.86,194,1.6900000000000002,Medium Revenue,Medium Quantity,Medium 40-60% Range,245.05,145.0
84849D,518.83,307,1.6900000000000002,Medium Revenue,Medium Quantity,Medium 40-60% Range,316.03,187.0
84854,24.75,5,4.95,Low Revenue,Low Qunatity,Very High 80-100% Range,24.75,5.0
84857B,46.8,24,1.95,Low Revenue,Low Qunatity,Medium 40-60% Range,46.8,24.0
84857C,174.95,83,2.1078313253012047,Low Revenue,Low Qunatity,Medium 40-60% Range,57.95,23.0
84858C,250.05,185,1.3516216216216217,Medium Revenue,Medium Quantity,Medium 40-60% Range,232.2,182.0
84859A,248.20999999999998,123,2.0179674796747964,Medium Revenue,Medium Quantity,Medium 40-60% Range,121.36,60.0
84859B,62.629999999999995,31,2.020322580645161,Low Revenue,Low Qunatity,Medium 40-60% Range,47.03,23.0
84859C,152.99,71,2.1547887323943664,Low Revenue,Low Qunatity,Medium 40-60% Range,98.39,43.0
84865,109.65,24,4.5687500000000005,Low Revenue,Low Qunatity,Very High 80-100% Range,65.75,11.0
84870B,30.0,8,3.75,Low Revenue,Low Qunatity,High 60-80% Range,11.25,3.0
84870C,30.0,8,3.75,Low Revenue,Low Qunatity,High 60-80% Range,11.25,3.0
84872A,50.849999999999994,3,16.95,Low Revenue,Low Qunatity,Very High 80-100% Range,50.849999999999994,3.0
84873A,33.9,2,16.95,Low Revenue,Low Qunatity,Very High 80-100% Range,16.95,1.0
84874B,23.1,14,1.6500000000000001,Low Revenue,Low Qunatity,Medium 40-60% Range,4.949999999999999,3.0
84875B,138.75,101,1.3737623762376239,Low Revenue,Low Qunatity,Medium 40-60% Range,35.0,28.0
84875D,63.75,51,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,30.0,24.0
84876B,223.75,179,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,72.5,58.0
84876D,191.25,125,1.53,Low Revenue,Medium Quantity,Medium 40-60% Range,75.0,60.0
84877A,15.0,12,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,15.0,12.0
84877B,97.5,78,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,32.5,26.0
84877D,92.5,64,1.4453125,Low Revenue,Low Qunatity,Medium 40-60% Range,8.75,7.0
84879,52395.99,32727,1.6010019250160417,High Revenue,High Quantity,Medium 40-60% Range,36791.84,23312.0
84880,1724.25,276,6.247282608695652,High Revenue,Medium Quantity,Very High 80-100% Range,1274.8500000000001,211.0
84881,69.85,11,6.35,Low Revenue,Low Qunatity,Very High 80-100% Range,25.4,4.0
84882,127.5,34,3.75,Low Revenue,Low Qunatity,High 60-80% Range,75.0,20.0
84884A,1056.91,281,3.761245551601424,Medium Revenue,Medium Quantity,High 60-80% Range,760.91,201.0
84898F,81.9,39,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,60.900000000000006,29.0
84905,59.400000000000006,12,4.95,Low Revenue,Low Qunatity,Very High 80-100% Range,59.400000000000006,12.0
84906,86.7,26,3.3346153846153848,Low Revenue,Low Qunatity,High 60-80% Range,59.3,14.0
84907,38.25,5,7.65,Low Revenue,Low Qunatity,Very High 80-100% Range,15.3,2.0
84910A,59.5,10,5.95,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84912A,326.25,87,3.75,Medium Revenue,Low Qunatity,High 60-80% Range,247.5,66.0
84912B,495.0,132,3.75,Medium Revenue,Medium Quantity,High 60-80% Range,341.25,91.0
84913A,116.25000000000001,25,4.65,Low Revenue,Low Qunatity,Very High 80-100% Range,37.2,8.0
84913B,251.10000000000002,54,4.65,Medium Revenue,Low Qunatity,Very High 80-100% Range,74.4,16.0
84915,144.45,89,1.6230337078651684,Low Revenue,Low Qunatity,Medium 40-60% Range,120.05,77.0
84916,222.9,102,2.185294117647059,Medium Revenue,Low Qunatity,Medium 40-60% Range,108.05,59.0
84917,375.5,150,2.5033333333333334,Medium Revenue,Medium Quantity,High 60-80% Range,277.9,102.0
84919,132.05,19,6.95,Low Revenue,Low Qunatity,Very High 80-100% Range,83.4,12.0
84920,228.75,61,3.75,Medium Revenue,Low Qunatity,High 60-80% Range,67.5,18.0
84921,41.25,11,3.75,Low Revenue,Low Qunatity,High 60-80% Range,26.25,7.0
84922,34.0,8,4.25,Low Revenue,Low Qunatity,High 60-80% Range,21.25,5.0
84924A,273.63,70,3.909,Medium Revenue,Low Qunatity,High 60-80% Range,112.38,27.0
84924F,7.9,10,0.79,Low Revenue,Low Qunatity,Very Low 0-20% Range,2.37,3.0
84925D,38.25,15,2.55,Low Revenue,Low Qunatity,High 60-80% Range,25.5,10.0
84925F,112.47999999999999,80,1.406,Low Revenue,Low Qunatity,Medium 40-60% Range,72.4,56.0
84926A,156.32999999999998,453,0.34509933774834434,Low Revenue,Medium Quantity,Very Low 0-20% Range,52.669999999999995,175.0
84926D,212.39999999999998,561,0.37860962566844913,Medium Revenue,Medium Quantity,Very Low 0-20% Range,119.53999999999999,307.0
84926E,322.88,966,0.33424430641821945,Medium Revenue,High Quantity,Very Low 0-20% Range,165.38,480.0
84926F,178.0,423,0.42080378250591016,Low Revenue,Medium Quantity,Very Low 0-20% Range,111.38,233.0
84927A,51.75,45,1.15,Low Revenue,Low Qunatity,Low 20-40% Range,32.61,31.0
84927D,27.18,39,0.6969230769230769,Low Revenue,Low Qunatity,Very Low 0-20% Range,16.29,33.0
84927E,59.220000000000006,51,1.1611764705882355,Low Revenue,Low Qunatity,Low 20-40% Range,20.94,23.0
84927F,151.65,288,0.5265625,Low Revenue,Medium Quantity,Very Low 0-20% Range,55.71,99.0
84929,459.00000000000006,1836,0.25000000000000006,Medium Revenue,High Quantity,Very Low 0-20% Range,268.5,1038.0
84931A,153.0,60,2.55,Low Revenue,Low Qunatity,High 60-80% Range,84.14999999999999,33.0
84931B,265.2,104,2.55,Medium Revenue,Low Qunatity,High 60-80% Range,86.69999999999999,34.0
84944,818.4,444,1.8432432432432433,Medium Revenue,Medium Quantity,Medium 40-60% Range,516.0999999999999,286.0
84945,7835.41,9739,0.8045394804394702,High Revenue,High Quantity,Very Low 0-20% Range,5264.78,6656.0
84946,18969.420000000002,16257,1.1668462816017717,High Revenue,High Quantity,Low 20-40% Range,11682.11,10066.0
84947,9294.34,8237,1.128364695884424,High Revenue,High Quantity,Low 20-40% Range,3929.3,3461.0
84949,7114.049999999999,4617,1.5408382066276802,High Revenue,High Quantity,Medium 40-60% Range,4888.349999999999,3207.0
84950,1914.7700000000002,3229,0.5929916382781047,High Revenue,High Quantity,Very Low 0-20% Range,1501.3700000000001,2593.0
84951A,315.06,363,0.8679338842975207,Medium Revenue,Medium Quantity,Low 20-40% Range,168.26,179.0
84951B,318.44,334,0.9534131736526946,Medium Revenue,Medium Quantity,Low 20-40% Range,157.47,167.0
84952A,123.71,32,3.8659375,Low Revenue,Low Qunatity,High 60-80% Range,74.96,19.0
84952B,224.96,139,1.6184172661870504,Medium Revenue,Medium Quantity,Medium 40-60% Range,209.96,135.0
84952C,225.0,140,1.6071428571428572,Medium Revenue,Medium Quantity,Medium 40-60% Range,161.25,123.0
84963B,149.85000000000002,3,49.95000000000001,Low Revenue,Low Qunatity,Very High 80-100% Range,0.0,0.0
84968A,1066.05,87,12.253448275862068,Medium Revenue,Low Qunatity,Very High 80-100% Range,836.55,69.0
84968B,25.5,2,12.75,Low Revenue,Low Qunatity,Very High 80-100% Range,12.75,1.0
84968C,879.75,69,12.75,Medium Revenue,Low Qunatity,Very High 80-100% Range,331.5,26.0
84968D,508.92,38,13.392631578947368,Medium Revenue,Low Qunatity,Very High 80-100% Range,241.17000000000002,17.0
84968E,432.96,33,13.12,Medium Revenue,Low Qunatity,Very High 80-100% Range,279.96,21.0
84968F,420.75,33,12.75,Medium Revenue,Low Qunatity,Very High 80-100% Range,293.25,23.0
84969,995.99,231,4.311645021645021,Medium Revenue,Medium Quantity,Very High 80-100% Range,549.74,126.0
84970L,5024.7,4980,1.0089759036144579,High Revenue,High Quantity,Low 20-40% Range,3662.1499999999996,3643.0
84970S,6330.07,7810,0.8105083226632522,High Revenue,High Quantity,Low 20-40% Range,4671.36,5823.0
84971S,1305.1499999999999,1583,0.8244788376500315,High Revenue,High Quantity,Low 20-40% Range,820.64,1000.0
84974,398.0,40,9.95,Medium Revenue,Low Qunatity,Very High 80-100% Range,99.5,10.0
